2025-07-03 10:55:24,18248.397902721044
2025-07-03 10:55:35,18244.113542721025
2025-07-03 10:55:45,18297.111720957153
2025-07-03 10:56:08,18240.900272721017
2025-07-03 10:56:19,18248.397902721044
2025-07-03 10:56:29,18306.75396095717
2025-07-03 10:56:39,18250.54008272104
2025-07-03 10:56:50,18250.54008272104
2025-07-03 10:57:00,18250.54008272104
2025-07-03 10:57:09,18306.75396095717
2025-07-03 10:57:37,18247.326812721032
2025-07-03 10:57:43,18306.75396095717
2025-07-03 10:57:48,18306.75396095717
2025-07-03 10:57:53,18306.75396095717
2025-07-03 10:57:58,18305.682600957167
2025-07-03 10:58:03,18248.397902721044
2025-07-03 10:58:09,18305.682600957167
2025-07-03 10:58:16,18248.397902721044
2025-07-03 10:58:21,18305.682600957167
2025-07-03 10:58:26,18304.611240957165
2025-07-03 10:58:32,18305.682600957167
2025-07-03 10:58:38,18304.611240957165
2025-07-03 10:59:23,18239.829182721034
2025-07-03 10:59:31,18239.829182721034
2025-07-03 10:59:37,18181.475824484864
2025-07-03 10:59:45,18239.829182721034
2025-07-03 10:59:51,18183.61746448488
2025-07-03 10:59:58,18183.61746448488
2025-07-03 11:00:04,18240.900272721017
2025-07-03 11:00:13,18192.818353624054
2025-07-03 11:00:39,18196.030813624064
2025-07-03 11:00:48,18254.387841802003
2025-07-03 11:01:14,18252.245661802008
2025-07-03 11:01:20,18196.030813624064
2025-07-03 11:01:29,18257.60111180201
2025-07-03 11:01:36,18197.101633624057
2025-07-03 11:01:43,18200.314093624067
2025-07-03 11:01:51,18198.17245362405
2025-07-03 11:01:59,18204.59737362404
2025-07-03 11:02:05,18258.672201802023
2025-07-03 11:02:10,18202.455733624054
2025-07-03 11:02:19,18202.455733624054
2025-07-03 11:02:23,18203.52655362402
2025-07-03 11:02:28,18201.38491362406
2025-07-03 11:02:34,18259.743291802006
2025-07-03 11:02:59,18270.454191801982
2025-07-03 11:03:13,18215.305573624035
2025-07-03 11:03:22,18265.09874180198
2025-07-03 11:03:29,18207.80983362405
2025-07-03 11:03:36,18213.163933624048
2025-07-03 11:03:42,18215.305573624035
2025-07-03 11:03:48,18217.44721362405
2025-07-03 11:03:55,18280.094001802005
2025-07-03 11:04:01,18218.518033624045
2025-07-03 11:04:08,18280.094001802005
2025-07-03 11:04:14,18226.01377362403
2025-07-03 11:04:24,18223.87213362407
2025-07-03 11:04:30,18227.084593624022
2025-07-03 11:04:36,18226.01377362403
2025-07-03 11:04:44,18281.165091802017
2025-07-03 11:04:53,18224.942953624064
2025-07-03 11:04:59,18285.44945180198
2025-07-03 11:05:07,18285.44945180198
2025-07-03 11:05:13,18274.738551802002
2025-07-03 11:05:20,18209.951473624038
2025-07-03 11:05:24,18257.60111180201
2025-07-03 11:05:30,18258.672201802023
2025-07-03 11:05:35,18257.60111180201
2025-07-03 11:07:01,18214.23475362404
2025-07-03 11:07:13,18271.525281801994
2025-07-03 11:07:41,18217.44721362405
2025-07-03 11:08:15,18214.23475362404
2025-07-03 11:08:45,18206.73901362403
2025-07-03 11:08:56,18251.174571801996
2025-07-03 11:09:12,18183.180973624025
2025-07-03 11:09:22,18238.321491801966
2025-07-03 11:09:34,18238.321491801966
2025-07-03 11:09:44,18181.039333624038
2025-07-03 11:09:54,18236.179311802
